question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct,estimated_fee,slippage_buffer,total_estimated_costs,net_profit,net_roi_pct,profitable_before_costs,profitable_after_costs,profit_per_dollar,break_even_gap,net_profit_rank,net_roi_rank,research_rank
Will Jon Ossoff win the 2028 Democratic presidential nomination?,70071592420137476676935286377781779672157004436137616627487590484756055232944,107829893465244243112531790315844862173967342141753896250561816305880797209350,10,fully_filled,1.7199999999999998,8.29,10.009999999999998,0.172,0.829,-0.009999999999998,-0.09990009990008,0.1000999999999999,0.0200199999999999,0.1201199999999999,-0.130119999999998,-1.29990009990008,False,False,-0.0129990009990008,-1.29990009990008,1,1,1.0
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,50,fully_filled,4.15,45.9,50.05,0.083,0.918,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,50,fully_filled,0.75,49.3,50.05,0.015,0.986,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Wes Moore win the 2028 Democratic presidential nomination?,90227223115596293448966158151606153337847900483048338623540402385929720677904,105134691322323565615831879054043168027913414000042547943201361115853277749482,50,fully_filled,0.8999999999999999,49.15,50.05,0.018,0.983,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,50,fully_filled,10.4,39.65,50.05,0.208,0.7929999999999999,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,50,fully_filled,1.25,48.8,50.05,0.025,0.976,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,50,fully_filled,0.8,49.25,50.05,0.016,0.985,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,50,fully_filled,6.550000000000001,43.5,50.05,0.131,0.87,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
