timestamp,question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,combined_yes_no_ask,gross_edge,fee_cost,slippage_cost,total_cost,net_edge,qualified_opportunity,status,error,previous_timestamp,previous_yes_ask,previous_no_ask,previous_gross_edge,time_delta_seconds,yes_ask_change,no_ask_change,gross_edge_change,yes_ask_change_bps,no_ask_change_bps,gross_edge_change_bps,yes_direction,no_direction,edge_direction,edge_improvement,edge_deterioration,gross_edge_positive,net_edge_positive
2026-09-21 13:38:51.021925+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,,,,,,,,,,,,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:16:20.821512+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 13:38:51.021925+00:00,0.05,0.96,-0.01,2249.799587,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:17:38.856477+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:16:20.821512+00:00,0.05,0.96,-0.01,78.034965,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:18:56.696194+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:17:38.856477+00:00,0.05,0.96,-0.01,77.839717,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:20:16.602903+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:18:56.696194+00:00,0.05,0.96,-0.01,79.906709,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:21:35.195968+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:20:16.602903+00:00,0.05,0.96,-0.01,78.593065,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:22:54.347906+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:21:35.195968+00:00,0.05,0.96,-0.01,79.151938,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:24:12.005717+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:22:54.347906+00:00,0.05,0.96,-0.01,77.657811,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:25:32.750784+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:24:12.005717+00:00,0.05,0.96,-0.01,80.745067,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:26:51.786034+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:25:32.750784+00:00,0.05,0.96,-0.01,79.03525,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:28:09.876034+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:26:51.786034+00:00,0.05,0.96,-0.01,78.09,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:29:29.132294+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:28:09.876034+00:00,0.05,0.96,-0.01,79.25626,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:30:48.206918+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:29:29.132294+00:00,0.05,0.96,-0.01,79.074624,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:32:12.008983+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:30:48.206918+00:00,0.05,0.96,-0.01,83.802065,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:33:29.959653+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:32:12.008983+00:00,0.05,0.96,-0.01,77.95067,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:34:48.814583+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:33:29.959653+00:00,0.05,0.96,-0.01,78.85493,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:36:06.706948+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:34:48.814583+00:00,0.05,0.96,-0.01,77.892365,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:37:26.595478+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:36:06.706948+00:00,0.05,0.96,-0.01,79.88853,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:38:44.365117+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:37:26.595478+00:00,0.05,0.96,-0.01,77.769639,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:40:03.374492+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:38:44.365117+00:00,0.05,0.96,-0.01,79.009375,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:41:22.553315+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:40:03.374492+00:00,0.05,0.96,-0.01,79.178823,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:42:42.394599+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:41:22.553315+00:00,0.05,0.96,-0.01,79.841284,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:44:02.842174+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:42:42.394599+00:00,0.05,0.96,-0.01,80.447575,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:45:20.802916+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:44:02.842174+00:00,0.05,0.96,-0.01,77.960742,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:46:37.748234+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.04,0.05,0.95,0.96,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:45:20.802916+00:00,0.05,0.96,-0.01,76.945318,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:48:35.511847+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.03,0.04,0.96,0.97,1.01,-0.01,0.001,0.001,0.002,-0.012,False,NO_OPPORTUNITY,,2026-09-21 14:46:37.748234+00:00,0.05,0.96,-0.01,117.763613,-0.010000000000000002,0.010000000000000009,0.0,-100.00000000000001,100.00000000000009,0.0,DOWN,UP,UNCHANGED,False,False,False,False
2026-09-21 14:54:30.631835+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.032,0.038,0.962,0.968,1.006,-0.006,0.001,0.001,0.002,-0.008,False,NO_OPPORTUNITY,,2026-09-21 14:48:35.511847+00:00,0.04,0.97,-0.01,355.119988,-0.0020000000000000018,-0.0020000000000000018,0.004,-20.000000000000018,-20.000000000000018,40.0,DOWN,DOWN,IMPROVING,True,False,False,False
2026-09-21 15:15:51.891923+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.033,0.037,0.963,0.967,1.004,-0.004,0.001,0.001,0.002,-0.006,False,NO_OPPORTUNITY,,2026-09-21 14:54:30.631835+00:00,0.038,0.968,-0.006,1281.260088,-0.0010000000000000009,-0.0010000000000000009,0.002,-10.000000000000009,-10.000000000000009,20.0,DOWN,DOWN,IMPROVING,True,False,False,False
2026-09-21 15:35:43.796858+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.037,0.038,0.962,0.963,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:15:51.891923+00:00,0.037,0.967,-0.004,1191.904935,0.0010000000000000009,-0.0040000000000000036,0.0030000000000002,10.000000000000009,-40.000000000000036,30.000000000002,UP,DOWN,IMPROVING,True,False,False,False
2026-09-21 15:40:31.683103+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.037,0.038,0.962,0.963,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:35:43.796858+00:00,0.038,0.963,-0.0009999999999998,287.886245,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 15:45:28.355796+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.037,0.038,0.962,0.963,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:40:31.683103+00:00,0.038,0.963,-0.0009999999999998,296.672693,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 15:50:38.001546+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.037,0.039,0.961,0.963,1.002,-0.002,0.001,0.001,0.002,-0.004,False,NO_OPPORTUNITY,,2026-09-21 15:45:28.355796+00:00,0.038,0.963,-0.0009999999999998,309.64575,0.0010000000000000009,0.0,-0.0010000000000002,10.000000000000009,0.0,-10.000000000002,UP,UNCHANGED,WORSENING,False,True,False,False
2026-09-21 15:52:31.509151+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.037,0.039,0.961,0.963,1.002,-0.002,0.001,0.001,0.002,-0.004,False,NO_OPPORTUNITY,,2026-09-21 15:50:38.001546+00:00,0.039,0.963,-0.002,113.507605,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 15:53:49.348983+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:52:31.509151+00:00,0.039,0.963,-0.002,77.839832,0.0,-0.0010000000000000009,0.0010000000000002,0.0,-10.000000000000009,10.000000000002,UNCHANGED,DOWN,IMPROVING,True,False,False,False
2026-09-21 15:55:07.265167+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:53:49.348983+00:00,0.039,0.962,-0.0009999999999998,77.916184,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 15:56:25.010609+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:55:07.265167+00:00,0.039,0.962,-0.0009999999999998,77.745442,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 15:57:42.904161+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:56:25.010609+00:00,0.039,0.962,-0.0009999999999998,77.893552,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
